h_bkg_full_model	h_bkg_Kr85	h_bkg_Pb212	h_bkg_Pb214	h_bkg_SolarER	h_bkg_Xe125	h_bkg_Xe127	h_bkg_Xe129m	h_bkg_Xe131m	h_bkg_Xe133	h_bkg_Xe136	bins	
158.47932	1.2648016	0.5998819	6.94071	0.7588825	0.0	0.0	0.0	0.0	142.51204	6.4030166	94.0	
159.3115	1.2911125	0.5799238	7.5088654	0.7445864	0.0	0.0	0.0	0.0	142.40059	6.7864304	96.0	
158.50098	1.2764953	0.57536197	6.5414653	0.7369368	0.0	0.0	0.0	0.0	141.45322	7.9175024	98.0	
156.46043	1.2702309	0.5879071	6.909999	0.73279846	0.0	0.0	0.0	0.0	139.6938	7.265698	100.0	
154.10283	1.2449641	0.5799238	7.201754	0.7094106	0.0	0.0	0.0	0.0	137.27362	7.0931616	102.0	
156.23155	1.261043	0.57251084	7.048198	0.6923557	0.0	0.0	0.0	0.0	138.77827	7.8791604	104.0	
154.41054	1.2846392	0.59646046	7.7699094	0.6937978	0.0	0.0	0.0	1.61802e-40	137.01091	7.0548205	106.0	
152.4934	1.2645929	0.5816345	6.8946433	0.67599046	0.0	0.0	0.0	1.3681956e-37	134.71811	8.358429	108.0	
152.94556	1.2737807	0.57137036	7.4013762	0.66407704	0.0	0.0	0.0	9.3307097e-35	134.73404	8.300917	110.0	
152.59311	1.2771218	0.5839154	6.66431	0.6569918	0.0	0.0	0.0	5.023106e-32	135.56995	7.8408194	112.0	
153.22028	1.2754513	0.58220476	7.5702877	0.6638263	0.0	0.0	0.0	2.1345295e-29	134.46335	8.66516	114.0	
148.94444	1.2551961	0.5987414	7.124976	0.6349833	0.0	0.0	0.0	7.159851e-27	130.3395	8.991062	116.0	
148.77779	1.2474699	0.56737876	7.3553095	0.62100077	0.0	0.0	0.0	1.8957363e-24	130.47484	8.511794	118.0	
147.64212	1.2597901	0.55141234	7.4013762	0.6144798	0.0	0.0	0.0	3.9620863e-22	129.68668	8.12838	120.0	
149.11472	1.2372379	0.5599658	7.2324653	0.6099025	0.0	0.0	0.0	6.536451e-20	130.10066	9.374476	122.0	
147.90446	1.2539432	0.56167644	7.4320874	0.605388	0.0	0.0	0.0	8.51201e-18	128.29349	9.75789	124.0	
148.65503	1.2631311	0.5559742	7.7084875	0.5881449	0.0	0.0	0.0	8.749724e-16	129.04979	9.4895	126.0	
148.06189	1.2668898	0.59018797	7.309243	0.56262517	0.0	0.0	0.0	7.0995144e-14	128.65173	9.681208	128.0	
146.17899	1.2627134	0.55369323	7.0789104	0.57855153	0.0	0.0	0.0	4.5471053e-12	126.71718	9.987939	130.0	
143.9787	1.2650105	0.57022995	7.278532	0.56713974	0.0	0.0	0.0	2.298865e-10	124.75078	9.547012	132.0	
143.33536	1.2691867	0.56167644	7.2324653	0.5561669	0.0	0.0	0.0	9.17411e-09	124.87817	8.837696	134.0	
142.07053	1.2677251	0.5565444	7.2938876	0.5631268	0.0	1.2038e-40	0.0	2.8899248e-07	122.68886	9.700378	136.0	
140.96669	1.2767042	0.5394375	7.2324653	0.53409576	0.0	3.7317724e-38	0.0	7.185901e-06	120.8976	10.486377	138.0	
143.11757	1.2654281	0.5559742	7.2478213	0.52287215	0.0	7.534449e-36	0.0	0.00014104183	122.6172	10.908133	140.0	
140.21056	1.238282	0.53259474	7.6931314	0.5135922	0.0	1.3014621e-33	0.0	0.0021851778	119.87858	10.352182	142.0	
138.88919	1.2499757	0.5588253	6.8178654	0.50901496	0.0	1.9259995e-31	0.0	0.026723765	119.62382	10.102963	144.0	
137.41586	1.2562401	0.6078651	7.278532	0.49095678	0.0	2.4418935e-29	0.0	0.25797677	117.07626	10.448036	146.0	
139.76553	1.2731543	0.5434291	7.4167323	0.4824293	0.0	2.652425e-27	0.0	1.9657834	117.38675	10.697254	148.0	
152.38795	1.2219942	0.53430545	7.8159766	0.48663035	0.0	2.468342e-25	0.0	11.823956	118.58091	11.92418	150.0	
192.16129	1.2712749	0.56737876	7.6009984	0.47741315	0.0	1.9679472e-23	0.0	56.13865	115.19744	10.908133	152.0	
346.45615	1.238282	0.5240413	7.1556873	0.4631798	0.0	1.3442107e-21	0.0	210.39394	115.101906	11.579108	154.0	
756.5414	1.2597901	0.5508421	7.2938876	0.4446827	0.0	7.866239e-20	0.0	622.41	113.07977	11.502424	156.0	
1589.1223	1.255405	0.560536	7.2478213	0.43715847	0.0	3.943781e-18	0.0	1453.4229	113.66094	12.5376425	158.0	
2815.7942	1.2384908	0.58220476	7.0789104	0.43759736	0.0	1.6939643e-16	0.0	2679.0415	115.26112	12.154229	160.0	
4032.2163	1.2750336	0.5348757	7.002132	0.42217267	0.0	6.233638e-15	0.0	3897.9744	112.87279	12.135057	162.0	
4610.106	1.2547785	0.54742074	7.278532	0.40925604	0.0	1.9652816e-13	0.0	4476.83	112.18813	11.598278	164.0	
4192.0283	1.2460082	0.5434291	7.2478213	0.4027978	0.0	5.3082807e-12	0.0	4058.582	111.90949	12.096717	166.0	
3037.0413	1.2798364	0.5092153	7.3245983	0.39376864	0.0	1.2283688e-10	0.0	2904.3577	110.197845	12.978569	168.0	
1774.7817	1.273572	0.5417184	7.8006206	0.37502077	0.0	2.4352835e-09	0.0	1640.582	111.057655	13.151105	170.0	
862.6611	1.2549872	0.5417184	7.2478213	0.37821856	0.0	4.136339e-08	0.0	731.5059	109.194756	12.5376425	172.0	
386.19257	1.246217	0.49267867	7.278532	0.36668137	0.0	6.0190587e-07	0.0	257.46005	105.98642	13.361982	174.0	
201.23811	1.2566578	0.5120665	7.2324653	0.3586555	0.025138697	7.5038975e-06	0.0	71.52765	106.17749	14.147983	176.0	
144.70811	1.2739896	0.4995214	7.7699094	0.35370207	0.090499304	8.014769e-05	0.0	15.685923	105.26992	13.764568	178.0	
131.13116	1.2299292	0.53829706	7.6470656	0.3515702	0.26269937	0.00073340023	0.0	2.715303	104.41012	13.975445	180.0	
128.41696	1.2631311	0.5126367	8.015598	0.32874668	0.74913317	0.005749591	0.0	0.37102112	103.59808	13.572861	182.0	
128.22617	1.2654281	0.5092153	6.909999	0.32561156	1.6164181	0.03861701	0.0	0.040017594	103.10449	14.416371	184.0	
128.79051	1.2485139	0.52461153	7.4013762	0.3136982	3.1712465	0.22221135	0.0	0.0034070257	102.23673	13.668715	186.0	
130.7233	1.2389084	0.49267867	7.5242205	0.30692637	5.0805306	1.0954679	0.0	0.0002289665	100.12704	14.857299	188.0	
137.2698	1.2395349	0.49267867	7.9695315	0.29501298	7.0287795	4.626781	0.0	1.2146203e-05	100.453445	15.164029	190.0	
145.97269	1.246217	0.49381912	7.0942655	0.28404012	7.849558	16.741875	0.0	5.086057e-07	97.0222	15.240712	192.0	
180.72292	1.2522727	0.5143474	6.956065	0.2741332	7.687413	51.90092	0.0	1.6811017e-08	96.22608	15.911688	194.0	
264.43112	1.2480963	0.49210843	6.848576	0.2735062	6.025746	137.84528	0.0	4.3861026e-10	95.939476	15.758321	196.0	
435.46017	1.2368202	0.5080749	7.2631764	0.25651395	4.0259624	313.6567	0.0	9.0330755e-12	93.368034	15.144858	198.0	
733.6191	1.227841	0.50750464	7.309243	0.25212482	2.2624826	611.45306	0.0	1.4684685e-13	94.94434	15.662469	200.0	
1138.1422	1.2420406	0.4955298	7.2631764	0.24993023	1.0068048	1021.21576	0.0	1.8843677e-15	91.08319	15.585785	202.0	
1579.8615	1.240579	0.4989512	7.9695315	0.23569688	0.4110177	1461.2273	0.0	1.9087049e-17	91.88727	16.390955	204.0	
1909.45	1.2270057	0.48526567	7.3399544	0.22767101	0.28155342	1791.2816	0.0	1.5261034e-19	92.48435	16.122564	206.0	
1996.3398	1.2374467	0.4955298	7.8006206	0.22873695	0.770501	1881.2906	0.0	9.631662e-22	88.432144	16.084225	208.0	
1807.8755	1.227841	0.48469543	7.6163545	0.21883003	2.2159762	1692.757	0.0	4.798335e-24	86.56128	16.793541	210.0	
1422.2638	1.2293028	0.45903507	7.124976	0.21249714	5.477722	1304.9296	0.0	1.8869134e-26	86.593124	16.237589	212.0	
988.3586	1.2349409	0.4858359	8.092377	0.20309183	12.199809	861.993	0.022685923	5.857138e-29	86.91157	17.215296	214.0	
621.6459	1.2240824	0.4881168	7.4013762	0.20089726	21.879463	488.6993	0.2041733	1.4351292e-31	84.98498	16.56349	216.0	
384.8246	1.2261705	0.44820073	7.2938876	0.183905	33.345226	241.5577	0.93012285	2.7756753e-34	82.50907	17.33032	218.0	
275.61798	1.2501845	0.46074578	7.2631764	0.17807373	42.029385	119.50168	5.1270185	4.237588e-37	82.89916	16.908566	220.0	
282.90546	1.2276322	0.46074578	7.5549316	0.16829221	44.301926	110.200264	18.942745	5.17766e-40	81.95179	18.097147	222.0	
446.51636	1.2364026	0.5018023	6.9714212	0.16879383	39.2591	238.24826	62.136738	0.0	79.76248	18.231344	224.0	
904.2357	1.2451729	0.50066185	7.2631764	0.15468587	29.305435	592.56604	177.76689	0.0	78.12249	17.31115	226.0	
1854.957	1.2380731	0.65747505	7.1556873	0.14841568	17.94526	1310.3789	420.50623	0.0	78.695694	18.231344	228.0	
3447.533	1.1992332	0.8753029	8.261288	0.14810216	9.670856	2492.7837	840.01434	0.0	76.80891	17.771246	230.0	
5606.331	1.2361938	1.3885098	7.048198	0.13725471	4.6003814	4065.5164	1433.4326	0.0	74.261345	18.71061	232.0	
7843.5815	1.1923423	2.1600308	7.5702877	0.12822562	2.2247746	5682.5093	2055.2766	0.0	73.75183	18.768124	234.0	
9400.237	1.1940128	3.1260004	7.5242205	0.119321935	1.9696169	6806.798	2489.0994	0.0	71.88893	18.518904	236.0	
9679.707	1.2468435	4.3571267	8.107732	0.121704616	3.2516904	6987.508	2583.0872	0.0	73.06718	18.959831	238.0	
8509.04	1.2159386	5.4154735	7.1863985	0.11430578	5.725338	6147.215	2251.0105	0.0	71.5068	19.649975	240.0	
6430.0444	1.2057065	6.3506503	7.938821	0.10828638	9.208304	4634.5864	1681.3444	0.0	69.74739	19.554121	242.0	
4176.6577	1.2105093	6.974482	7.002132	0.102705896	12.443655	2994.4714	1064.6731	0.0	70.03399	19.745829	244.0	
2362.043	1.20863	7.4517646	7.3553095	0.10138916	15.298154	1658.0817	584.4801	0.0	67.5342	20.531828	246.0	
1179.891	1.2167737	7.3993034	7.6931314	0.09718813	16.015863	786.8072	273.20657	0.0	66.34799	21.10695	248.0	
543.3589	1.209674	7.598314	7.9848876	0.09098063	14.4183	319.96848	108.234535	0.0	64.548775	19.304903	250.0	
260.71127	1.2004861	7.4500537	6.9867764	0.088221736	11.524836	111.512276	38.54338	0.0	63.927807	19.47744	252.0	
153.07535	1.1944305	7.2116976	7.6624207	0.08540015	7.61074	33.305405	11.660563	0.0	62.470924	21.873777	254.0	
114.780495	1.1963098	7.236788	7.4474435	0.08546285	4.6494017	8.524783	3.176029	0.0	61.069767	21.394508	256.0	
100.794136	1.1827368	7.078834	7.032843	0.08370719	2.4912448	1.8699439	0.7032636	0.0	60.33734	20.01422	258.0	
99.45735	1.1819015	7.209987	7.032843	0.08013318	1.6201891	0.35152024	0.18148738	0.0	60.711514	21.087778	260.0	
96.34413	1.1576788	7.2265234	7.201754	0.07505431	2.099081	0.056630276	0.022685923	0.0	57.972893	20.531828	262.0	
98.69514	1.1963098	7.0246625	6.833221	0.07737429	4.844227	0.007818502	0.0	0.0	57.757942	20.953583	264.0	
104.119804	1.1890012	6.89465	7.4167323	0.07756239	10.80964	0.000925071	0.0	0.0	56.125908	21.605387	266.0	
114.355644	1.2242912	6.8878074	7.3553095	0.07204462	22.06172	9.380007e-05	0.0	0.0	55.417374	21.336998	268.0	
131.25572	1.1748017	6.833065	7.2938876	0.07273434	39.22894	8.1509415e-06	0.0	0.0	54.41427	22.238022	270.0	
150.85684	1.1775163	6.6825247	7.9541764	0.07217002	59.33864	6.070004e-07	0.0	0.0	53.355442	22.276361	272.0	
168.14897	1.1944305	6.641468	7.048198	0.079192646	78.38623	3.873885e-08	0.0	0.0	52.40807	22.391386	274.0	
176.15504	1.144941	6.567338	7.278532	0.075932145	89.844444	2.1187567e-09	0.0	0.0	50.80788	20.435974	276.0	
175.2756	1.1464027	6.5268517	7.5549316	0.074866205	88.78108	9.930978e-11	0.0	0.0	49.279343	21.912119	278.0	
163.4541	1.1720871	6.4270616	7.6777763	0.070163555	75.99554	3.989142e-12	0.0	0.0	48.857403	23.254068	280.0	
142.17957	1.1583053	6.4167976	7.9234657	0.07323596	57.110092	1.3732308e-13	0.0	0.0	47.010426	22.48724	282.0	
122.824936	1.1401383	6.336965	8.138443	0.07925535	37.527046	4.051205e-15	0.0	0.0	46.54072	23.062363	284.0	
106.457596	1.1524584	6.314156	9.136554	0.07386297	21.272364	1.02423925e-16	0.0	0.0	45.75257	22.75563	286.0	
98.42126	1.1564258	6.407103	11.332398	0.07336136	10.629898	2.2191934e-18	0.0	0.0	45.529655	23.29241	288.0	
92.10843	1.1470292	6.1579127	14.280664	0.073173255	4.5840416	4.1206484e-20	0.0	0.0	43.435883	22.429728	290.0	
92.78114	1.1557994	6.1219883	16.706842	0.07091598	1.7999307	6.55711e-22	0.0	0.0	43.173164	23.752506	292.0	
94.6257	1.1591405	6.261695	21.774174	0.07166841	0.5807039	8.942026e-24	0.0	0.0	41.811813	22.966509	294.0	
97.67778	1.1330383	5.935523	25.613064	0.072922446	0.17597087	1.0450474e-25	0.0	0.0	41.07143	23.675825	296.0	
99.77251	1.1088157	5.887054	27.962461	0.07580674	0.050277393	1.046677e-27	0.0	0.0	40.609684	24.07841	298.0	
100.30826	1.1305325	5.914995	30.48077	0.07586944	0.0050277393	8.987073e-30	0.0	0.0	38.60348	24.09758	300.0	
102.74504	1.15747	5.719406	33.32155	0.07022626	0.0037708045	2.2254779e-31	0.0	0.0	38.125816	24.346798	302.0	
101.81191	1.1148714	5.780421	33.62866	0.07480351	0.0	7.0551546e-30	0.0	0.0	37.345627	23.86753	304.0	
102.61162	1.1274003	5.607641	34.995304	0.074364595	0.0	2.8900517e-28	0.0	0.0	35.578255	25.228651	306.0	
100.29825	1.1023424	5.6030793	34.949238	0.07260893	0.0	1.07569266e-26	0.0	0.0	33.47652	25.094456	308.0	
100.64067	1.1395118	5.4975867	34.50393	0.07687267	0.0	3.637715e-25	0.0	0.0	33.388947	26.033821	310.0	
100.30759	1.10276	5.454249	34.764973	0.07336136	0.0	1.1177046e-23	0.0	0.0	32.22662	26.685627	312.0	
99.04742	1.1046393	5.5295196	34.841747	0.072358124	0.0	3.120206e-22	0.0	0.0	32.481377	25.017775	314.0	
97.139175	1.1019247	5.314543	34.642128	0.07166841	0.0	7.914025e-21	0.0	0.0	30.01343	25.99548	316.0	
97.97693	1.1365883	5.3698554	33.935772	0.074364595	0.0	1.8237672e-19	0.0	0.0	29.758673	27.701674	318.0	
95.45255	1.1244769	5.216463	33.997192	0.07530512	0.0	3.818557e-18	0.0	0.0	29.081978	25.957138	320.0	
94.52776	1.1029688	5.2050586	34.795685	0.07561863	0.0	7.2641876e-17	0.0	0.0	27.31461	26.033821	322.0	
94.79579	1.1200918	5.124086	35.53275	0.07530512	0.0	1.2555462e-15	0.0	0.0	27.043932	25.899626	324.0	
93.46198	1.0904398	5.076757	35.10279	0.071543	0.0	1.9716792e-14	0.0	0.0	25.722385	26.398064	326.0	
91.91206	1.0906487	5.1206646	34.718903	0.07116679	0.0	2.813181e-13	0.0	0.0	24.416761	26.49392	328.0	
92.81636	1.0839665	4.9849496	34.519283	0.07398838	0.0	3.6468424e-12	0.0	0.0	24.241617	27.912552	330.0	
91.50996	1.0676788	4.913671	34.350372	0.077499695	0.0	4.2953065e-11	0.0	0.0	23.955015	27.145721	332.0	
87.596504	1.0958691	4.9125304	32.21595	0.07223272	0.0	4.5965212e-10	0.0	0.0	22.633469	26.666456	334.0	
87.65869	1.0977484	4.7443132	33.444393	0.07217002	0.0	4.469122e-09	0.0	0.0	21.614447	26.685627	336.0	
88.69783	1.0605791	4.7043967	33.35226	0.070978686	0.0	3.9479627e-08	0.0	0.0	21.55872	27.95089	338.0	
86.10089	1.0764492	4.674175	34.642128	0.07129219	0.0	3.168705e-07	0.0	0.0	19.257956	26.378893	340.0	
89.22788	1.0770756	4.632548	36.50015	0.06809439	0.0	2.3107257e-06	0.0	0.0	18.788248	28.161768	342.0	
89.02142	1.082296	4.6074576	37.436836	0.07248353	0.0	1.530992e-05	0.0	0.0	18.254852	27.567478	344.0	
89.56814	1.0549409	4.4403806	38.481014	0.07304785	0.0	9.216272e-05	0.0	0.0	17.816992	27.701674	346.0	
94.42546	1.0774932	4.472883	42.964836	0.068470605	0.0	0.0005040755	0.0	0.0	16.893501	28.94777	348.0	
95.79771	1.0883516	4.3941917	45.54457	0.07010085	0.0	0.0025049192	0.0	0.0	16.24865	28.449331	350.0	
97.86505	1.0357299	4.3428707	49.12241	0.07260893	0.0	0.011309665	0.0	0.0	15.54011	27.740015	352.0	
103.215744	1.0188158	4.238519	54.435436	0.07223272	0.0	0.046394195	0.0	0.0	14.226525	29.177818	354.0	
103.68392	1.015266	4.154695	55.909565	0.072797045	0.0	0.17291611	0.0	0.0	13.525946	28.832743	356.0	
106.334015	1.0637114	4.0942507	58.473946	0.072922446	0.0	0.58555156	0.0	0.0	12.674107	29.369522	358.0	
108.13288	1.0244539	4.134167	58.335743	0.07053977	0.0	1.8015765	0.0	0.0	11.997412	30.768988	360.0	
111.76683	1.0171453	3.970511	59.80988	0.072358124	0.0	5.0361443	0.0	0.0	11.456055	30.404743	362.0	
116.62329	1.0073308	4.0389385	58.151478	0.06985005	0.0	12.790911	0.0	0.0	10.620136	29.944645	364.0	
138.04202	1.0236186	3.9003725	62.282124	0.06627603	0.0	29.516354	0.0	0.0	10.158392	31.094889	366.0	
167.86272	1.0090014	3.7914586	60.17841	0.07217002	0.0	61.88449	0.0	0.0	9.736452	31.19074	368.0	
220.83295	1.0052427	3.7834754	59.855946	0.06809439	0.0	117.88508	0.0	0.0	8.367139	29.867964	370.0	
308.75534	0.99689	3.7663686	59.917366	0.073173255	0.0012569348	204.02989	0.0	0.0	8.741312	31.229082	372.0	
424.26627	0.9743379	3.6169684	60.63908	0.07053977	0.0037708045	320.83875	0.0	0.0	8.024812	30.09801	374.0	
562.7644	0.98456985	3.6289432	60.331966	0.07580674	0.0012569348	458.39346	0.0	0.0	7.4675326	31.880886	376.0	
696.6046	1.0244539	3.4806833	58.719635	0.070790574	0.0037708045	595.046	0.0	0.0	7.356077	30.903181	378.0	
803.4432	1.0169364	3.49779	59.548836	0.07085328	0.0037708045	701.8267	0.0	0.0	6.3450146	31.13323	380.0	
852.27484	0.9872845	3.3951488	59.272434	0.073925674	0.0012569348	752.145	0.0	0.0	5.8991914	30.500595	382.0	
833.2417	0.9709968	3.3324237	59.395275	0.07229543	0.0	732.5862	0.0	0.0	5.214535	31.67001	384.0	
748.631	0.98331696	3.3050525	58.9039	0.06658954	0.0012569348	649.00854	0.0	0.0	4.6731787	31.689178	386.0	
623.07874	0.976426	3.2206588	57.70617	0.07204462	0.0012569348	524.5562	0.0	0.0	4.243278	32.302643	388.0	
489.63208	0.9622265	3.1339836	58.888542	0.06771818	0.0	391.20834	0.0	0.0	3.8929887	31.478304	390.0	
378.4785	0.9526209	3.1659167	58.85783	0.07060248	0.0025138697	280.32516	0.0	0.0	3.6063886	31.497475	392.0	
312.9115	0.9432242	3.0005498	57.03052	0.06709116	0.0025138697	217.45943	0.0	0.0	3.3516324	31.056547	394.0	
321.7397	0.9290247	3.0119545	58.443233	0.0745527	0.0025138697	222.86156	0.0	0.0	2.7147427	33.702103	396.0	
411.3339	0.93403625	2.9195774	57.99792	0.068219796	0.007541609	314.5877	0.0	0.0	2.8421204	31.97674	398.0	
604.0713	0.93278337	2.9401054	56.92303	0.069787346	0.012569348	508.96112	0.0	0.0	2.101736	32.130104	400.0	
912.0726	0.92881584	2.9395351	57.368347	0.071354896	0.010055479	814.66016	0.0	0.0	2.1813474	33.912983	402.0	
1320.3573	0.9139899	2.8243487	59.241722	0.06985005	0.015083218	1221.2416	0.0	0.0	1.8310581	34.21971	404.0	
1783.8949	0.9192103	2.7867134	58.566074	0.073298655	0.025138697	1688.1943	0.0	0.0	1.3533907	31.97674	406.0	
2240.0857	0.93508035	2.7524998	58.090054	0.06796899	0.017597089	2143.355	0.0	0.0	1.241935	33.625423	408.0	
2593.6606	0.9125282	2.8511496	58.473946	0.06985005	0.010055479	2496.7676	0.0	0.0	0.70057875	33.87464	410.0	
2764.9082	0.8866349	2.8209274	58.98068	0.06997545	0.010055479	2667.8774	0.0	0.0	0.63688976	33.625423	412.0	
2712.0	0.86136806	2.8540008	57.230145	0.073173255	0.008798544	2614.7544	0.0	0.0	0.5413563	35.676685	414.0	
2449.2207	0.9016697	2.8733885	58.55072	0.06746737	0.0012569348	2350.5347	0.0	0.0	0.5572786	35.7342	416.0	
2032.38	0.87389714	2.8984787	56.87697	0.07210732	0.0025138697	1938.08	0.0	0.0	0.4299006	33.146152	418.0	
1559.7488	0.8747324	2.9577827	55.97099	0.0714803	0.0012569348	1465.7015	0.0	0.0	0.23883367	33.93215	420.0	
1112.4545	0.8678415	2.9606338	57.967213	0.07066517	0.0025138697	1016.6891	0.0	0.0	0.17514469	33.721275	422.0	
742.57007	0.84842145	2.9326925	55.7253	0.06928573	0.0012569348	646.844	0.0	0.0	0.12737796	36.02176	424.0	
473.91623	0.8394424	2.8984787	56.539146	0.07022626	0.0	377.46756	0.0	0.0	0.07961122	36.02176	426.0	
294.8706	0.8465421	2.7473679	54.711838	0.069787346	0.0	202.0359	0.0	0.0	0.04776673	34.41142	428.0	
192.1553	0.85593885	2.8106632	53.729076	0.068972215	0.0	99.18503	0.0	0.0	0.03980561	35.46581	430.0	
140.24149	0.83317786	2.6475775	57.62939	0.06972464	0.0	44.661415	0.0	0.0	0.007961122	34.39225	432.0	
111.20502	0.8175167	2.6202064	53.667652	0.07342406	0.0	18.44538	0.0	0.0	0.0	35.580833	434.0	
102.245636	0.81981367	2.6127934	56.17061	0.06577442	0.0037708045	6.9873323	0.0	0.0	0.023883365	35.561665	436.0	
