x   y   high    low
99.5 4.326133400622549 4.40646165464232 4.245805146602778
100.5 4.331073015579399 4.411924365927909 4.250221665230889
101.5 4.331511560206462 4.4119682417233195 4.251054878689605
102.5 4.336320856536741 4.41959053087303 4.253051182200451
103.5 4.3381762355794145 4.420578447341482 4.255774023817347
104.5 4.340916720426871 4.421637928046225 4.260195512807517
105.5 4.344322500653363 4.424276321702173 4.264368679604553
106.5 4.3494268459418315 4.430403737109859 4.268449954773804
107.5 4.352808111745339 4.434461576292834 4.271154647197844
108.5 4.356313652184595 4.437902706344492 4.274724598024699
109.5 4.359443929055132 4.441025043881875 4.277862814228389
110.5 4.363629527419066 4.443955505426679 4.283303549411453
111.5 4.36547525150613 4.447485999995437 4.283464503016822
112.5 4.369210341646906 4.451725076232622 4.286695607061191
113.5 4.372874465816346 4.453394791021486 4.292354140611206
114.5 4.372029014930131 4.45161689126442 4.2924411385958425
115.5 4.378585244664227 4.45794814246934 4.299222346859113
116.5 4.379542333465581 4.459926690767636 4.299157976163526
117.5 4.385377272234781 4.465437404353106 4.305317140116455
118.5 4.384545425234247 4.46432672587551 4.304764124592984
119.5 4.390483461172414 4.470143878568531 4.310823043776296
120.5 4.391838662934956 4.471139468708728 4.312537857161184
121.5 4.3958390123433295 4.476747046071668 4.314930978614991
122.5 4.398417661919157 4.479333614714052 4.3175017091242625
123.5 4.400694697088964 4.482835495438323 4.318553898739605
124.5 4.402195094264251 4.4816421935112825 4.32274799501722
125.5 4.406508447029743 4.4861067838345745 4.326910110224911
126.5 4.411406539192837 4.492118634981368 4.330694443404306
127.5 4.411773865585842 4.490595894955719 4.332951836215965
128.5 4.415092086218789 4.495162971986898 4.33502120045068
129.5 4.418703135319125 4.499744158691243 4.337662111947006
130.5 4.421637026560733 4.49970625079369 4.343567802327776
131.5 4.423184758410542 4.504305411910429 4.342064104910656
132.5 4.426576525110826 4.506526434699687 4.346626615521965
133.5 4.428661094415792 4.507567391705899 4.3497547971256845
134.5 4.433080113617126 4.511646231256291 4.35451399597796
135.5 4.434111013719792 4.5125314365958555 4.355690590843729
136.5 4.4380088219577525 4.5185938515809765 4.3574237923345285
137.5 4.438857237103489 4.517426218006603 4.360288256200375
138.5 4.441718364989581 4.5224992077721 4.360937522207061
139.5 4.444698239073159 4.522971047702761 4.366425430443558
140.5 4.44920618209679 4.527305860372466 4.371106503821115
141.5 4.450197894248963 4.528121438317472 4.372274350180454
142.5 4.453475283172208 4.533119840766008 4.373830725578409
143.5 4.45658189436575 4.536853234059906 4.376310554671594
144.5 4.45902320535571 4.537284207289554 4.380762203421867
145.5 4.4622491233084185 4.539970783885896 4.384527462730941
146.5 4.465281394477296 4.542683521195381 4.387879267759211
147.5 4.4624057133412345 4.541086700946267 4.383724725736202
148.5 4.4681983319836425 4.547046102155677 4.389350561811608
149.5 4.473151666450232 4.552831844755714 4.393471488144751
150.5 4.4740324406330405 4.552505391659817 4.395559489606264
151.5 4.47599422001577 4.554393465573363 4.397594974458177
152.5 4.477753366243209 4.555994832157921 4.399511900328497
153.5 4.482452822924612 4.5613994476925175 4.403506198156707
154.5 4.485714891871535 4.562657932682231 4.4087718510608385
155.5 4.485186897079971 4.562430948417205 4.4079428457427365
156.5 4.489268607286089 4.568178321143098 4.41035889342908
157.5 4.492105316656133 4.571423669973755 4.412786963338511
158.5 4.492544290304645 4.571631585897958 4.413456994711332
159.5 4.4959664986064976 4.5746278420206705 4.417305155192325
160.5 4.497835057468643 4.575698675127967 4.41997143980932
161.5 4.50086693038782 4.578568520977137 4.423165339798504
162.5 4.504277009783507 4.582413285164486 4.426140734402529
163.5 4.504539065450933 4.581607173494457 4.427470957407409
164.5 4.5092638065322195 4.588173833916864 4.430353779147575
165.5 4.50965719598119 4.586075569579154 4.433238822383227
166.5 4.512818179949873 4.590542315997271 4.435094043902475
167.5 4.515106895766565 4.592992106989643 4.437221684543488
168.5 4.515494750397101 4.5941861550520695 4.436803345742133
169.5 4.519385083677264 4.5976171138638495 4.4411530534906785
170.5 4.521694111761906 4.598835042985456 4.444553180538355
171.5 4.52256646762171 4.6003815556311105 4.444751379612309
172.5 4.526329885694729 4.604426529178048 4.448233242211409
173.5 4.525601340626306 4.60425691499652 4.446945766256092
174.5 4.529988959509595 4.6083250822414925 4.451652836777697
175.5 4.532639529008635 4.614176825277158 4.451102232740111
176.5 4.535164974206545 4.613033006354018 4.457296942059071
177.5 4.537308770409482 4.612960365526174 4.461657175292791
178.5 4.541732198089282 4.619670865984506 4.463793530194059
179.5 4.544270119675715 4.623661345170269 4.464878894181161
180.5 4.543957025043222 4.621413330228014 4.466500719858431
181.5 4.54768137572864 4.625693991681105 4.469668759776175
182.5 4.551189642958417 4.6276651051985525 4.474714180718282
183.5 4.55173565879235 4.62772100540312 4.475750312181581
184.5 4.5521208123631265 4.628553042271181 4.475688582455072
185.5 4.554709716468378 4.632647759950653 4.476771672986103
186.5 4.55762408761573 4.6356866880711385 4.479561487160322
187.5 4.560201349386826 4.6371920574342695 4.483210641339383
188.5 4.563763728871589 4.6419431795430866 4.485584278200091
189.5 4.561661236874271 4.639665374058999 4.483657099689544
190.5 4.564272038001612 4.642550557291068 4.4859935187121565
191.5 4.567427069937296 4.6437950345754535 4.491059105299139
192.5 4.570479882251007 4.64858835145101 4.492371413051004
193.5 4.574314670648491 4.653593465654099 4.495035875642882
194.5 4.576343088708351 4.655419575665101 4.497266601751602
195.5 4.5774668933810005 4.656218469694138 4.498715317067863
196.5 4.579407479730904 4.660303512137797 4.49851144732401
197.5 4.5806040329189015 4.658112950136502 4.503095115701301
198.5 4.58285044479266 4.661867095981187 4.503833793604133
199.5 4.583359264487605 4.662034308995809 4.504684219979401
200.5 4.585874187931376 4.664040265463076 4.507708110399675
201.5 4.589905143639477 4.668520669560527 4.511289617718427
202.5 4.589741126431461 4.668009970153492 4.51147228270943
203.5 4.592687857867585 4.672353599966058 4.513022115769111
204.5 4.594019967204364 4.673051457283908 4.51498847712482
205.5 4.596629858972449 4.675209772875238 4.518049945069659
206.5 4.598682088368823 4.677829105808656 4.519535070928989
207.5 4.600593494743255 4.679216657986607 4.521970331499904
208.5 4.603348379847717 4.681360565780283 4.525336193915152
209.5 4.606231652646299 4.685130298267515 4.527333007025083
210.5 4.606676121929353 4.686118054640355 4.527234189218351
211.5 4.608329881410701 4.687372612954101 4.529287149867302
212.5 4.610869950639913 4.689922991306448 4.531816909973378
213.5 4.615191660803309 4.694763678689598 4.535619642917021
214.5 4.617044882358957 4.696566647832219 4.537523116885696
215.5 4.617792478100657 4.6966293181249235 4.538955638076391
216.5 4.621340787069315 4.701333928310515 4.541347645828115
217.5 4.621171811818423 4.700936360814751 4.541407262822094
218.5 4.623600900736488 4.70194697565082 4.5452548258221555
219.5 4.626032941509628 4.7067033038511825 4.545362579168073
220.5 4.627904107072381 4.707312310807691 4.548495903337072
221.5 4.629234891732106 4.7068037413797 4.551666042084513
222.5 4.63067105697075 4.70978995206457 4.551552161876931
223.5 4.63388054849731 4.71262475696197 4.55513634003265
224.5 4.636864239546145 4.71578039024134 4.557948088850949
225.5 4.637531117342795 4.715986031515738 4.559076203169853
226.5 4.640023289879172 4.718617297617627 4.5614292821407165
227.5 4.641009870138127 4.720972111378615 4.561047628897639
228.5 4.643180641386127 4.722294267598006 4.564067015174249
229.5 4.645133670945576 4.724707562782253 4.565559779108899
230.5 4.648808185600226 4.728764706343951 4.5688516648565
231.5 4.64695652589951 4.72781806390098 4.56609498789804
232.5 4.651795559526647 4.73307422595873 4.570516893094564
233.5 4.651517290057409 4.731263811558226 4.5717707685565925
234.5 4.654633921706751 4.734069998812638 4.575197844600865
235.5 4.655522570197072 4.73469751519515 4.576347625198994
236.5 4.6576277582494665 4.738006398618338 4.577249117880595
237.5 4.659572852420476 4.740586944905831 4.578558759935121
238.5 4.660214980402283 4.740212326965589 4.580217633838976
239.5 4.665996216380804 4.746460357026176 4.585532075735432
240.5 4.664650052204543 4.744569736678874 4.584730367730212
241.5 4.667761946952817 4.747077199352276 4.588446694553358
242.5 4.671017527425487 4.750043236352992 4.591991818497982
243.5 4.6713149891398595 4.751730503996775 4.590899474282944
244.5 4.673251352989543 4.7526114024154325 4.5938913035636535
245.5 4.674666476671925 4.75365768941457 4.59567526392928
246.5 4.676862153952522 4.756119124919594 4.59760518298545
247.5 4.67942210101801 4.758785059239176 4.600059142796844
248.5 4.680630656096293 4.759161685580462 4.602099626612123
249.5 4.682210174240199 4.765569806404528 4.598850542075869
250.5 4.684969242122021 4.767066598768325 4.602871885475716
251.5 4.686235884367232 4.767085698373377 4.605386070361087
252.5 4.6893063972176465 4.770637626685326 4.607975167749967
253.5 4.6905665093583755 4.772317865983141 4.60881515273361
254.5 4.690583898306824 4.773053211636208 4.608114584977439
255.5 4.6967376075863765 4.777837993811161 4.615637221361592
256.5 4.694676679409183 4.773702900820403 4.615650457997964
257.5 4.6996578746037505 4.781090807990974 4.618224941216527
258.5 4.700680889918452 4.782344270402465 4.619017509434439
259.5 4.701211503180492 4.782540780959537 4.619882225401446
260.5 4.70300482633117 4.7851319302937565 4.620877722368583
261.5 4.706625558411629 4.788273535051579 4.624977581771678
262.5 4.705748598801566 4.78824801293811 4.623249184665022
263.5 4.7097111917647485 4.792422569760567 4.62699981376893
264.5 4.7132699179238795 4.79472010035156 4.631819735496199
265.5 4.712737335820129 4.795048153837585 4.630426517802673
266.5 4.713790749106942 4.793228254405636 4.634353243808248
267.5 4.7172648469976695 4.798661531361844 4.6358681626334945
268.5 4.719450224063399 4.799337952593866 4.639562495532932
269.5 4.721806979949282 4.804727564117629 4.6388863957809345
270.5 4.722128696550849 4.805521201123231 4.638736191978467
271.5 4.724584346403724 4.803668204537424 4.645500488270023
272.5 4.726080178733208 4.808461353538732 4.643699003927685
273.5 4.728885729719935 4.812686230903584 4.645085228536287
274.5 4.731103011537839 4.813094354908014 4.649111668167665
275.5 4.732627421562219 4.815628864285116 4.649625978839322
276.5 4.734725746385228 4.817602040270943 4.651849452499514
277.5 4.735670261083556 4.818379025752954 4.652961496414159
278.5 4.7376869772197585 4.821237261597572 4.654136692841945
279.5 4.737728833399771 4.821384962427343 4.654072704372199
280.5 4.741229909476204 4.82458299592831 4.657876823024099
281.5 4.744631524629129 4.828867492638109 4.6603955566201485
282.5 4.745743959416409 4.829033538541471 4.662454380291346
283.5 4.746779698621596 4.830681806619434 4.662877590623759
284.5 4.7494678845802 4.833489222195178 4.665446546965223
285.5 4.7488781328895895 4.836158124611182 4.661598141167997
286.5 4.75344565532611 4.83669151091953 4.67019979973269
287.5 4.752689499861361 4.837230734996254 4.668148264726469
288.5 4.755687229139438 4.839842240362585 4.671532217916291
289.5 4.75824201113243 4.843177261336999 4.673306760927861
290.5 4.760828179192166 4.84499195668453 4.676664401699802
291.5 4.761282048615805 4.846181694622898 4.676382402608712
292.5 4.7640076591654426 4.849595611480065 4.67841970685082
293.5 4.764513637505465 4.849076990665051 4.67995028434588
294.5 4.768068508327762 4.851757397504567 4.684379619150956
295.5 4.768383154101777 4.853646096796732 4.6831202114068216
296.5 4.771677563783458 4.855799411207265 4.68755571635965
297.5 4.773335284411898 4.860467682520501 4.6862028863032945
298.5 4.775578056814815 4.861462463071478 4.689693650558153
299.5 4.7777449796087135 4.864355440243578 4.691134518973849
